doc_id,section,model,cer,wer
02_10_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0045,0.0122
02_10_page_001,tosafot,gpt_5_2,1.0,1.0
02_10_page_001,tosafot,kraken_seg_rerun,0.3457,0.5122
02_10b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0127,0.0523
02_10b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0061,0.0185
02_10b_page_001,tosafot,gpt_5_2,0.9527,1.0
02_10b_page_001,tosafot,claude_opus_4_8,0.8364,0.9631
02_10b_page_001,tosafot,claude_sonnet_5,0.8721,0.9631
02_10b_page_001,tosafot,kraken_seg_rerun,0.6273,0.7415
02_11_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0103,0.0339
02_11_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0034,0.009
02_11_page_001,tosafot,gpt_5_2,0.9717,1.0
02_11_page_001,tosafot,claude_opus_4_8,0.9571,1.0
02_11_page_001,tosafot,claude_sonnet_5,0.9009,0.9865
02_11_page_001,tosafot,kraken_seg_rerun,0.1996,0.298
02_11b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,1.4553,1.9263
02_11b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,1.454,1.9298
02_11b_page_001,tosafot,gpt_5_2,0.9405,1.0
02_11b_page_001,tosafot,claude_opus_4_8,0.8721,1.0
02_11b_page_001,tosafot,claude_sonnet_5,0.7781,0.9719
02_11b_page_001,tosafot,kraken_seg_rerun,0.2172,0.3474
02_12_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0095,0.0408
02_12_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0063,0.0238
02_12_page_001,tosafot,gpt_5_2,0.9538,1.0
02_12_page_001,tosafot,claude_opus_4_8,0.9297,1.0
02_12_page_001,tosafot,claude_sonnet_5,0.793,0.9592
02_12_page_001,tosafot,kraken_seg_rerun,0.1291,0.2381
02_12b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0146,0.0524
02_12b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0123,0.041
02_12b_page_001,tosafot,gpt_5_2,0.9758,1.0
02_12b_page_001,tosafot,claude_opus_4_8,0.7984,0.9727
02_12b_page_001,tosafot,claude_sonnet_5,0.792,0.9476
02_12b_page_001,tosafot,kraken_seg_rerun,0.2227,0.3462
02_13_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0037,0.0189
02_13_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0014,0.0047
02_13_page_001,tosafot,gpt_5_2,0.9567,1.0
02_13_page_001,tosafot,claude_opus_4_8,0.8442,1.0
02_13_page_001,tosafot,claude_sonnet_5,0.8331,0.948
02_13_page_001,tosafot,kraken_seg_rerun,0.1217,0.1962
02_13b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0084,0.0352
02_13b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0079,0.0176
02_13b_page_001,tosafot,gpt_5_2,0.9599,1.0
02_13b_page_001,tosafot,claude_opus_4_8,0.8075,1.0
02_13b_page_001,tosafot,claude_sonnet_5,0.7556,0.9774
02_13b_page_001,tosafot,kraken_seg_rerun,0.3142,0.4045
02_14b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0085,0.0249
02_14b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0045,0.0113
02_14b_page_001,tosafot,gpt_5_2,0.8215,0.9841
02_14b_page_001,tosafot,claude_opus_4_8,0.7363,0.966
02_14b_page_001,tosafot,claude_sonnet_5,0.7519,0.9501
02_14b_page_001,tosafot,kraken_seg_rerun,0.3713,0.5034
02_15_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0114,0.0354
02_15_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0119,0.0413
02_15_page_001,tosafot,gpt_5_2,0.8142,0.9794
02_15_page_001,tosafot,claude_opus_4_8,0.8199,1.0
02_15_page_001,tosafot,claude_sonnet_5,0.6983,0.882
02_15_page_001,tosafot,kraken_seg_rerun,0.4739,0.5959
02_18_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0076,0.0204
02_18_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.008,0.0204
02_18_page_001,tosafot,gpt_5_2,0.9717,1.0
02_18_page_001,tosafot,claude_opus_4_8,0.7438,0.9556
02_18_page_001,tosafot,claude_sonnet_5,0.7238,0.9667
02_18_page_001,tosafot,kraken_seg_rerun,0.2264,0.3019
02_18b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0163,0.0472
02_18b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0072,0.0256
02_18b_page_001,tosafot,gpt_5_2,0.9621,1.0
02_18b_page_001,tosafot,claude_opus_4_8,0.4956,0.6063
02_18b_page_001,tosafot,claude_sonnet_5,0.756,0.9665
02_18b_page_001,tosafot,kraken_seg_rerun,0.4767,0.5551
02_19b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0055,0.0207
02_19b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.007,0.0188
02_19b_page_001,tosafot,gpt_5_2,0.8389,0.9887
02_19b_page_001,tosafot,claude_opus_4_8,0.9071,0.9981
02_19b_page_001,tosafot,claude_sonnet_5,0.9676,0.9962
02_19b_page_001,tosafot,kraken_seg_rerun,0.2618,0.3102
02_20_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0063,0.0232
02_20_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0024,0.0084
02_20_page_001,tosafot,gpt_5_2,0.9744,1.0
02_20_page_001,tosafot,claude_opus_4_8,0.8643,0.9789
02_20_page_001,tosafot,claude_sonnet_5,0.8868,0.9789
02_20_page_001,tosafot,kraken_seg_rerun,0.2339,0.3354
02_3b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0099,0.0328
02_3b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0017,0.0066
02_3b_page_001,tosafot,gpt_5_2,0.9748,1.0
02_3b_page_001,tosafot,claude_opus_4_8,0.9472,1.0
02_3b_page_001,tosafot,claude_sonnet_5,0.7383,0.9476
02_3b_page_001,tosafot,kraken_seg_rerun,0.624,0.8603
02_5_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.006,0.0215
02_5_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0039,0.0129
02_5_page_001,tosafot,gpt_5_2,0.8103,0.972
02_5_page_001,tosafot,claude_opus_4_8,0.6533,0.7871
02_5_page_001,tosafot,claude_sonnet_5,0.8275,0.9699
02_5_page_001,tosafot,kraken_seg_rerun,0.4576,0.5763
02_5b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0081,0.025
02_5b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0019,0.0077
02_5b_page_001,tosafot,gpt_5_2,0.8396,0.9923
02_5b_page_001,tosafot,claude_opus_4_8,0.7872,0.975
02_5b_page_001,tosafot,claude_sonnet_5,0.7387,0.9731
02_5b_page_001,tosafot,kraken_seg_rerun,0.3078,0.3781
02_6_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0159,0.0481
02_6_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0101,0.0294
02_6_page_001,tosafot,gpt_5_2,0.9523,1.0
02_6_page_001,tosafot,claude_opus_4_8,0.9163,1.0107
02_6_page_001,tosafot,claude_sonnet_5,0.7685,0.9706
02_6_page_001,tosafot,kraken_seg_rerun,0.2675,0.393
02_6b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0077,0.0201
02_6b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0012,0.004
02_6b_page_001,tosafot,gpt_5_2,0.9723,1.0
02_6b_page_001,tosafot,claude_opus_4_8,0.7007,0.757
02_6b_page_001,tosafot,claude_sonnet_5,0.7388,0.9378
02_6b_page_001,tosafot,kraken_seg_rerun,0.3744,0.492
02_7_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0086,0.0394
02_7_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0024,0.0118
02_7_page_001,tosafot,gpt_5_2,0.7162,0.9803
02_7_page_001,tosafot,claude_opus_4_8,0.7382,0.9724
02_7_page_001,tosafot,claude_sonnet_5,0.7602,0.9646
02_7_page_001,tosafot,kraken_seg_rerun,0.173,0.252
02_7b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0059,0.0251
02_7b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0036,0.0137
02_7b_page_001,tosafot,gpt_5_2,0.9652,1.0
02_7b_page_001,tosafot,claude_opus_4_8,0.906,0.9932
02_7b_page_001,tosafot,claude_sonnet_5,0.7402,0.9453
02_7b_page_001,tosafot,kraken_seg_rerun,0.2684,0.3667
02_8b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0054,0.022
02_8b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0027,0.011
02_8b_page_001,tosafot,gpt_5_2,0.9544,1.0
02_8b_page_001,tosafot,claude_opus_4_8,0.869,1.0
02_8b_page_001,tosafot,claude_sonnet_5,0.8347,0.9725
02_8b_page_001,tosafot,kraken_seg_rerun,0.2211,0.3168
