setting,config,model,n,pct_abstained,pct_loop_collapse,pct_hallucinated,pct_substantive,ngram_precision_median,aligned_f1_median,cer_median_substantive,n_substantive,tier_a_count,tier_changes_vs_paper
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.44715447154471544,0.4065040650406504,0.023809523809523808,0.10770381451009722,0.7317058064672063,50,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4672591668615681,0.6785012331915609,0.4097222222222222,119,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.47320261437908495,0.7298245614035087,0.3442176870748299,127,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.45588235294117646,0.5441176470588235,0.16520571011155272,0.4208190704882576,0.39601769911504425,37,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.4344262295081967,0.3770491803278688,0.05078545218762434,0.19639986994052927,0.48732769613796456,46,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.29770992366412213,0.3969465648854962,0.06462984723854288,0.3658315725928162,0.4083969043670536,52,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6946564885496184,0.20610687022900764,0.025899280575539568,0.3663003663003663,0.37161430119176597,27,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.40458015267175573,0.5572519083969466,0.12306201550387597,0.5530068195908245,0.3664772727272727,73,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.002184769038701623,0.0832907138160298,0.37312945575289147,18,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,50,5
clip n5 h0.10,n5 clipped hebrew h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.04918032786885246,0.9426229508196722,0.4672591668615681,0.6785012331915609,0.4072164948453608,115,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.061068702290076333,0.9312977099236641,0.47320261437908495,0.7298245614035087,0.34005699024017316,122,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.5735294117647058,0.4264705882352941,0.16520571011155272,0.4208190704882576,0.34601769911504426,29,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.5573770491803278,0.2540983606557377,0.05078545218762434,0.19639986994052927,0.38231292517006804,31,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.48854961832061067,0.20610687022900764,0.06462984723854288,0.3658315725928162,0.34953395472703064,27,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.8091603053435115,0.0916030534351145,0.025899280575539568,0.3663003663003663,0.2744940994820978,12,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.2900763358778626,0.1984732824427481,0.0,0.034354688950789226,0.689249918367121,26,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.6030534351145038,0.35877862595419846,0.12306201550387597,0.5530068195908245,0.31995412844036697,47,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.7633587786259542,0.061068702290076333,0.002184769038701623,0.0832907138160298,0.32324826952101726,8,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2900763358778626,0.007633587786259542,0.0,0.009767846390580051,0.49282296650717705,1,50,5
clip n5 h0.20,n5 clipped hebrew h0.20 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.6991869918699187,0.15447154471544716,0.023809523809523808,0.10770381451009722,0.43091095189355166,19,50,5
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.03278688524590164,0.9590163934426229,0.31534330491922513,0.6785012331915609,0.4097222222222222,117,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.03816793893129771,0.9541984732824428,0.31932773109243695,0.7298245614035087,0.34355044699872284,125,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.4852941176470588,0.5147058823529411,0.05457351290684624,0.4208190704882576,0.3895184135977337,35,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.4672131147540984,0.3442622950819672,0.01044005143741418,0.19639986994052927,0.4647144018897882,42,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.3816793893129771,0.31297709923664124,0.015113350125944584,0.3658315725928162,0.39557522123893807,41,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.7480916030534351,0.15267175572519084,0.0027472527472527475,0.3663003663003663,0.33770184458773733,20,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.24427480916030533,0.24427480916030533,0.0,0.034354688950789226,0.6449976575861707,32,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.48854961832061067,0.4732824427480916,0.04512635379061372,0.5530068195908245,0.35088414047245825,62,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.7251908396946565,0.09923664122137404,0.0,0.0832907138160298,0.336283185840708,13,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,21,34
clip n8 h0.05,n8 clipped hebrew h0.05 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.6504065040650406,0.2032520325203252,0.0,0.10770381451009722,0.4827295703454086,25,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.10655737704918032,0.8852459016393442,0.31534330491922513,0.6785012331915609,0.3611656447894329,108,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.10687022900763359,0.8854961832061069,0.31932773109243695,0.7298245614035087,0.33023974755313823,116,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.5588235294117647,0.4411764705882353,0.05457351290684624,0.4208190704882576,0.3473273574484834,30,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.5573770491803278,0.2540983606557377,0.01044005143741418,0.19639986994052927,0.38243626062322944,31,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.4961832061068702,0.1984732824427481,0.015113350125944584,0.3658315725928162,0.35179145947274315,26,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.8320610687022901,0.06870229007633588,0.0027472527472527475,0.3663003663003663,0.27365554799183117,9,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.31297709923664124,0.17557251908396945,0.0,0.034354688950789226,0.6460287679799875,23,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.6335877862595419,0.3282442748091603,0.04512635379061372,0.5530068195908245,0.3140096618357488,43,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.7633587786259542,0.061068702290076333,0.0,0.0832907138160298,0.3303729132888289,8,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2900763358778626,0.007633587786259542,0.0,0.009767846390580051,0.49282296650717705,1,21,34
clip n8 h0.10,n8 clipped hebrew h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.7154471544715447,0.13821138211382114,0.0,0.10770381451009722,0.42303664921465967,17,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.28688524590163933,0.7049180327868853,0.31534330491922513,0.6785012331915609,0.3351230457301546,86,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.2748091603053435,0.7175572519083969,0.31932773109243695,0.7298245614035087,0.28437179183447836,94,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.7794117647058824,0.22058823529411764,0.05457351290684624,0.4208190704882576,0.22931206380857427,15,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.6721311475409836,0.13934426229508196,0.01044005143741418,0.19639986994052927,0.25851703406813625,17,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.6412213740458015,0.05343511450381679,0.015113350125944584,0.3658315725928162,0.21980830670926518,7,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.8625954198473282,0.03816793893129771,0.0027472527472527475,0.3663003663003663,0.2522432701894317,5,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.3816793893129771,0.10687022900763359,0.0,0.034354688950789226,0.6882188079733041,14,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.8396946564885496,0.12213740458015267,0.04512635379061372,0.5530068195908245,0.22785719688374556,16,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.8091603053435115,0.015267175572519083,0.0,0.0832907138160298,0.21050821156084315,2,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.29770992366412213,0.0,0.0,0.009767846390580051,,0,21,34
clip n8 h0.20,n8 clipped hebrew h0.20 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.7886178861788617,0.06504065040650407,0.0,0.10770381451009722,0.36517365430174403,8,21,34
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.0,0.9918032786885246,0.7151133950716414,0.6785012331915609,0.43556895252449135,121,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.0,0.9923664122137404,0.7105263157894737,0.7298245614035087,0.3561276212302878,130,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.0,1.0,0.4981708151920918,0.4208190704882576,0.5893061926605505,68,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.00819672131147541,0.8032786885245902,0.43545815812577976,0.19639986994052927,0.6781791281153622,98,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.030534351145038167,0.6641221374045801,0.28165007112375534,0.3658315725928162,0.5088582677165354,87,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.007633587786259542,0.8931297709923665,0.24742268041237114,0.3663003663003663,0.5981067125645438,117,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.0,0.48854961832061067,0.2849740932642487,0.034354688950789226,0.8472144942864369,64,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.022900763358778626,0.9389312977099237,0.4797202797202797,0.5530068195908245,0.48987463837994216,123,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.022900763358778626,0.8015267175572519,0.23289183222958057,0.0832907138160298,0.7305389221556886,105,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2595419847328244,0.03816793893129771,0.0,0.009767846390580051,0.4928390901432182,5,120,65
sem n3 h0.05,n3 unclipped semitic h0.05 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.2601626016260163,0.5934959349593496,0.19680851063829788,0.10770381451009722,0.8281481481481482,73,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.0,0.9918032786885246,0.7151133950716414,0.6785012331915609,0.43556895252449135,121,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.0,0.9923664122137404,0.7105263157894737,0.7298245614035087,0.3561276212302878,130,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.0,1.0,0.4981708151920918,0.4208190704882576,0.5893061926605505,68,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.00819672131147541,0.8032786885245902,0.43545815812577976,0.19639986994052927,0.6781791281153622,98,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.07633587786259542,0.6183206106870229,0.28165007112375534,0.3658315725928162,0.487536231884058,81,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.015267175572519083,0.8854961832061069,0.24742268041237114,0.3663003663003663,0.596539389801825,116,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.0,0.48854961832061067,0.2849740932642487,0.034354688950789226,0.8472144942864369,64,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.030534351145038167,0.9312977099236641,0.4797202797202797,0.5530068195908245,0.4875646650344751,122,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.07633587786259542,0.7480916030534351,0.23289183222958057,0.0832907138160298,0.7093962781526327,98,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.26717557251908397,0.030534351145038167,0.0,0.009767846390580051,0.49283102832519765,4,120,65
sem n3 h0.10,n3 unclipped semitic h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.3008130081300813,0.5528455284552846,0.19680851063829788,0.10770381451009722,0.8021142123154003,68,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.0,0.9918032786885246,0.7151133950716414,0.6785012331915609,0.43556895252449135,121,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.007633587786259542,0.9847328244274809,0.7105263157894737,0.7298245614035087,0.3543356207111666,129,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.029411764705882353,0.9705882352941176,0.4981708151920918,0.4208190704882576,0.579677914948989,66,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.01639344262295082,0.7950819672131147,0.43545815812577976,0.19639986994052927,0.6776485788113695,97,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.1450381679389313,0.549618320610687,0.28165007112375534,0.3658315725928162,0.46185852377688186,72,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.2748091603053435,0.6259541984732825,0.24742268041237114,0.3663003663003663,0.5215885007849294,82,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.061068702290076333,0.42748091603053434,0.2849740932642487,0.034354688950789226,0.8472144942864369,56,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.04580152671755725,0.916030534351145,0.4797202797202797,0.5530068195908245,0.4833901587169712,120,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.29770992366412213,0.5267175572519084,0.23289183222958057,0.0832907138160298,0.5512027491408935,69,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2748091603053435,0.022900763358778626,0.0,0.009767846390580051,0.49282296650717705,3,120,65
sem n3 h0.20,n3 unclipped semitic h0.20 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.3902439024390244,0.4634146341463415,0.19680851063829788,0.10770381451009722,0.7504892367906066,57,120,65
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.0,0.9918032786885246,0.4739741622733282,0.6785012331915609,0.43556895252449135,121,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.007633587786259542,0.9847328244274809,0.4758842443729904,0.7298245614035087,0.3543356207111666,129,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.20588235294117646,0.7941176470588235,0.17384144907080687,0.4208190704882576,0.5156908331751755,54,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.28688524590163933,0.5245901639344263,0.06427047553150303,0.19639986994052927,0.5819794490745389,64,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.1450381679389313,0.549618320610687,0.06142506142506143,0.3658315725928162,0.46185852377688186,72,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.549618320610687,0.3511450381679389,0.02888086642599278,0.3663003663003663,0.48002652366949206,46,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.16793893129770993,0.32061068702290074,0.0,0.034354688950789226,0.7749064680912296,42,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.1450381679389313,0.816793893129771,0.1672473867595819,0.5530068195908245,0.42920353982300885,107,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6030534351145038,0.22137404580152673,0.010084033613445379,0.0832907138160298,0.41361256544502617,29,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2748091603053435,0.022900763358778626,0.0,0.009767846390580051,0.49282296650717705,3,55,0
sem n5 h0.05,n5 unclipped semitic h0.05 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.4796747967479675,0.37398373983739835,0.013986013986013986,0.10770381451009722,0.7276706700379267,46,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.38524590163934425,0.4262295081967213,0.06427047553150303,0.19639986994052927,0.5418522930315665,52,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.31297709923664124,0.3816793893129771,0.06142506142506143,0.3658315725928162,0.39887889320520686,50,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.29770992366412213,0.6641221374045801,0.1672473867595819,0.5530068195908245,0.37896825396825395,87,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,55,0
sem n5 h0.10,n5 unclipped semitic h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5772357723577236,0.2764227642276423,0.013986013986013986,0.10770381451009722,0.6166222475188634,34,55,0
sem n5 h0.20,n5 unclipped semitic h0.20 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.04918032786885246,0.9426229508196722,0.4739741622733282,0.6785012331915609,0.4072164948453608,115,55,0
sem n5 h0.20,n5 unclipped semitic h0.20 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.061068702290076333,0.9312977099236641,0.4758842443729904,0.7298245614035087,0.34005699024017316,122,55,0
sem n5 h0.20,n5 unclipped semitic h0.20 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.5588235294117647,0.4411764705882353,0.17384144907080687,0.4208190704882576,0.3473273574484834,30,55,0
sem n5 h0.20,n5 unclipped semitic h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.5491803278688525,0.26229508196721313,0.06427047553150303,0.19639986994052927,0.38237459289664877,32,55,0
sem n5 h0.20,n5 unclipped semitic h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.48854961832061067,0.20610687022900764,0.06142506142506143,0.3658315725928162,0.34953395472703064,27,55,0
sem n5 h0.20,n5 unclipped semitic h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.7938931297709924,0.10687022900763359,0.02888086642599278,0.3663003663003663,0.28402235893898986,14,55,0
sem n5 h0.20,n5 unclipped semitic h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.2900763358778626,0.1984732824427481,0.0,0.034354688950789226,0.689249918367121,26,55,0
sem n5 h0.20,n5 unclipped semitic h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.5419847328244275,0.4198473282442748,0.1672473867595819,0.5530068195908245,0.3326432022084196,55,55,0
