setting,config,model,n,pct_abstained,pct_loop_collapse,pct_hallucinated,pct_substantive,ngram_precision_median,aligned_f1_median,cer_median_substantive,n_substantive,tier_a_count,tier_changes_vs_paper
h=0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,55,0
h=0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.03278688524590164,0.9590163934426229,0.4739741622733282,0.6785012331915609,0.4072164948453608,117,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.030534351145038167,0.9618320610687023,0.4758842443729904,0.7298245614035087,0.3438840670367764,126,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.4852941176470588,0.5147058823529411,0.17384144907080687,0.4208190704882576,0.3895184135977337,35,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.48360655737704916,0.32786885245901637,0.06427047553150303,0.19639986994052927,0.4466667226410975,40,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.3893129770992366,0.3053435114503817,0.06472491909385113,0.3658315725928162,0.3964177476057704,40,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.7480916030534351,0.15267175572519084,0.02888086642599278,0.3663003663003663,0.33770184458773733,20,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.25190839694656486,0.2366412213740458,0.0,0.034354688950789226,0.6460287679799875,31,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.4351145038167939,0.5267175572519084,0.1672473867595819,0.5530068195908245,0.3610846812559467,69,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.732824427480916,0.0916030534351145,0.010084033613445379,0.0832907138160298,0.3303729132888289,12,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,55,0
h=0.15,n5 unclipped hebrew h0.15 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.6341463414634146,0.21951219512195122,0.023809523809523808,0.10770381451009722,0.5161290322580645,27,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.04918032786885246,0.9426229508196722,0.4739741622733282,0.6785012331915609,0.4072164948453608,115,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.061068702290076333,0.9312977099236641,0.4758842443729904,0.7298245614035087,0.34005699024017316,122,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.5588235294117647,0.4411764705882353,0.17384144907080687,0.4208190704882576,0.3473273574484834,30,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.5491803278688525,0.26229508196721313,0.06427047553150303,0.19639986994052927,0.38237459289664877,32,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.48091603053435117,0.21374045801526717,0.06472491909385113,0.3658315725928162,0.35179145947274315,28,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.7938931297709924,0.10687022900763359,0.02888086642599278,0.3663003663003663,0.28402235893898986,14,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.2900763358778626,0.1984732824427481,0.0,0.034354688950789226,0.689249918367121,26,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.5419847328244275,0.4198473282442748,0.1672473867595819,0.5530068195908245,0.3326432022084196,55,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.7633587786259542,0.061068702290076333,0.010084033613445379,0.0832907138160298,0.32324826952101726,8,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2900763358778626,0.007633587786259542,0.0,0.009767846390580051,0.49282296650717705,1,55,0
h=0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.6991869918699187,0.15447154471544716,0.023809523809523808,0.10770381451009722,0.43091095189355166,19,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.1885245901639344,0.8032786885245902,0.4739741622733282,0.6785012331915609,0.3481670212239648,98,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.20610687022900764,0.7862595419847328,0.4758842443729904,0.7298245614035087,0.30538922155688625,103,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.7205882352941176,0.27941176470588236,0.17384144907080687,0.4208190704882576,0.24949899799599198,19,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.6311475409836066,0.18032786885245902,0.06427047553150303,0.19639986994052927,0.32114622717049973,22,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.6106870229007634,0.08396946564885496,0.06472491909385113,0.3658315725928162,0.2607003891050584,11,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.8473282442748091,0.05343511450381679,0.02888086642599278,0.3663003663003663,0.2552653748946925,7,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.3511450381679389,0.13740458015267176,0.0,0.034354688950789226,0.6882188079733041,18,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.7480916030534351,0.21374045801526717,0.1672473867595819,0.5530068195908245,0.27907728926200087,28,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.8091603053435115,0.015267175572519083,0.010084033613445379,0.0832907138160298,0.21050821156084315,2,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.29770992366412213,0.0,0.0,0.009767846390580051,,0,55,0
h=0.30,n5 unclipped hebrew h0.30 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.7642276422764228,0.08943089430894309,0.023809523809523808,0.10770381451009722,0.3878594249201278,11,55,0
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.38524590163934425,0.4262295081967213,0.06427047553150303,0.19639986994052927,0.5418522930315665,52,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.29770992366412213,0.6641221374045801,0.1672473867595819,0.5530068195908245,0.37896825396825395,87,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,80,25
t=0.15,n5 unclipped hebrew h0.10 t0.15 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,80,25
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.38524590163934425,0.4262295081967213,0.06427047553150303,0.19639986994052927,0.5418522930315665,52,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.29770992366412213,0.6641221374045801,0.1672473867595819,0.5530068195908245,0.37896825396825395,87,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,68,13
t=0.20,n5 unclipped hebrew h0.10 t0.20 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,68,13
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.38524590163934425,0.4262295081967213,0.06427047553150303,0.19639986994052927,0.5418522930315665,52,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.29770992366412213,0.6641221374045801,0.1672473867595819,0.5530068195908245,0.37896825396825395,87,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,55,0
t=0.25,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,55,0
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.38524590163934425,0.4262295081967213,0.06427047553150303,0.19639986994052927,0.5418522930315665,52,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.29770992366412213,0.6641221374045801,0.1672473867595819,0.5530068195908245,0.37896825396825395,87,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,46,9
t=0.30,n5 unclipped hebrew h0.10 t0.30 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,46,9
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.38524590163934425,0.4262295081967213,0.06427047553150303,0.19639986994052927,0.5418522930315665,52,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.29770992366412213,0.6641221374045801,0.1672473867595819,0.5530068195908245,0.37896825396825395,87,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,26,29
t=0.40,n5 unclipped hebrew h0.10 t0.40 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,26,29
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,kraken_seg,122,0.00819672131147541,0.00819672131147541,0.01639344262295082,0.9672131147540983,0.4739741622733282,0.6785012331915609,0.4084693585337915,118,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,gemini_flash,122,0.11475409836065574,0.09836065573770492,0.36885245901639346,0.4180327868852459,0.06427047553150303,0.19639986994052927,0.541095890410959,51,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,gpt_5_6_sol,131,0.5038167938931297,0.015267175572519083,0.20610687022900764,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.10687022900763359,0.2366412213740458,0.648854961832061,0.1672473867595819,0.5530068195908245,0.3786531130876747,85,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.33587786259541985,0.5190839694656488,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,qwen3_vl_8b,131,0.11450381679389313,0.7251908396946565,0.1450381679389313,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,55,0
l=0.30,n5 unclipped hebrew h0.10 t0.25 l0.30 a25,vision_ocr_seg,123,0.13821138211382114,0.04065040650406504,0.5284552845528455,0.2926829268292683,0.023809523809523808,0.10770381451009722,0.6273093864244825,36,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.38524590163934425,0.4262295081967213,0.06427047553150303,0.19639986994052927,0.5418522930315665,52,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.29770992366412213,0.6641221374045801,0.1672473867595819,0.5530068195908245,0.37896825396825395,87,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,55,0
l=0.45,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,gemini_flash,122,0.11475409836065574,0.040983606557377046,0.4098360655737705,0.4344262295081967,0.06427047553150303,0.19639986994052927,0.542608695652174,53,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,claude_sonnet_5,131,0.08396946564885496,0.007633587786259542,0.6870229007633588,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.015267175572519083,0.29770992366412213,0.6793893129770993,0.1672473867595819,0.5530068195908245,0.38534278959810875,89,55,0
l=0.60,n5 unclipped hebrew h0.10 t0.25 l0.60 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.03816793893129771,0.816793893129771,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,55,0
